City,Pharmacy_Name,Address,Phone_Number,Website,Email,Opening_Hours,Flu_Vaccines_Offered,COVID-19_Vaccines_Offered,latitude,longitude
Galway,Johnstons Pharmacy,"Main Street, Ballygar, Galway, F42 FD79",NA,https://www.google.ie/maps/search/F42%20FD79,NA,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.5226747,-8.3251603
Galway,Kinvara Pharmacy,"Unit 2 The Crane Centre, Kinvara, Galway, H91 C3KR",091 637 397,https://www.google.ie/maps/search/H91%20C3KR,infokinvarapharmacy@gmail.com,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups",NA,53.1385555,-8.938199299999999
Galway,Lavelle's Pharmacy,"23 Dock Road, Queensgate, Galway City, Galway, H91 CR33",091 454 988,https://www.google.ie/maps/search/H91%20CR33,dockspharmacy23@gmail.com,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.271898,-9.0495859
Galway,Leahys Pharmacy Ballinasloe,"Dunlo Street, Ballinasloe, Galway, H53 A891",090 964 2279,https://www.google.ie/maps/search/H53%20A891,leahyspharmacyballinasloe@gmail.com,NA,NA,COVID-19 vaccines being offered:; 12 years and over,53.3291208,-8.2225599
Galway,Leo Walsh Pharmacy,"Unit 9 Tornóg, Headford Road, Galway City, Galway, H91 P3C9",091 374 336,https://www.google.ie/maps/search/H91%20P3C9,tornog@leowalshpharmacy.com,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups",NA,53.29411409999999,-9.0371662
Galway,Loughrea Careplus Pharmacy,"Loughrea Shpping Centre, Athenry Road, Loughrea, Galway, H62 P588",091 423 834,https://www.google.ie/maps/search/H62%20P588,loughreapharmacy@careplus.ie,NA,NA,COVID-19 vaccines being offered:; 12 years and over,53.2017853,-8.5831545
Galway,McSharry Pharmacy Ballybrit,"6 Ballybrit, Racecourse Business Park, Ballybrit, Galway, H91TK23",091 759 320,https://www.google.ie/maps/search/H91TK23,website@mcsharryspharmacy.com,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups",NA,53.29763149999999,-8.985477
Galway,McSharrys Pharmacy Athenry,"Athenry Primary Care Centre, Raheen, Athenry, Galway, H65 KH93",091 850 500,https://www.google.ie/maps/search/H65%20KH93,NA,NA,Flu vaccine being offered:; Children's nasal spray flu vaccine,NA,53.29966599999999,-8.7554483
Galway,McSharrys Pharmacy Headford,"Terryland Shopping Centre, Headford Road, Headford, Galway, H91 HX26",091 561 423,https://www.google.ie/maps/search/H91%20HX26,NA,NA,NA,COVID-19 vaccines being offered:; 12 years and over,53.2836362,-9.046172499999999
Galway,McSharrys Pharmacy The Crescent,"Hanley House, The Crescent, Galway, H91 EA37",091 454 616,https://www.google.ie/maps/search/H91%20EA37,NA,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.2685408,-9.0642301
Galway,Merlin Pharmacy,"Doughiska Retail Centre, Doughiska, Galway, H91 NPW2",091 764 185,https://www.google.ie/maps/search/H91%20NPW2,info@merlinpharmacy.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups",NA,53.2857588,-8.9836423
Galway,Molloys Pharmacy,"Shangort Road, Knocknacarra, Galway, H91 VPX2",091 590 211,https://www.google.ie/maps/search/H91%20VPX2,NA,NA,NA,COVID-19 vaccines being offered:; 12 years and over,53.2624223,-9.1102653
Galway,Moughans Pharmacy,"Cookes Corner, 66 Newcastle Road, Galway City, Galway, H91 PC52",091 524 980,https://www.google.ie/maps/search/H91%20PC52,NA,NA,NA,COVID-19 vaccines being offered:; 12 years and over,53.2723564,-9.0622844
Galway,Mulrooney's Pharmacy,"The Square, Treannrevagh, Ballinasloe, Galway, H53 YA46",090 967 9216,https://www.google.ie/maps/search/H53%20YA46,Info@mulrooneyspharmacy.ie,NA,NA,COVID-19 vaccines being offered:; 12 years and over,53.3281251,-8.2236807
Galway,Murphy's Totalhealth Medical Hall,"Main Street, Ballinasloe, Galway, H53AH97",090 964 4424,https://www.google.ie/maps/search/H53AH97,murphysmedicalhall@totalhealth.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.3306951,-8.2204056
Galway,Neylon's Pharmacy,"Unit 2 An Creagan, Barna, Galway, H91 RR44",091 867 070,https://www.google.ie/maps/search/H91%20RR44,NA,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.251708,-9.158221
Galway,O'Connors Moycullen Allcare Pharmacy,"Crossroads, Moycullen, Galway, H91 KX5Y",091 555 170,https://www.google.ie/maps/search/H91%20KX5Y,moycullen@allcarepharmacy.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.3378059,-9.179848
Galway,Oranmore Pharmacy,"Unit 2 Oran Point, Innplot, Oranmore, Galway, H91 E688",091 790 688,https://www.google.ie/maps/search/H91%20E688,oranmorepharmacy@gmail.com,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups",NA,53.26995179999999,-8.9281569
Galway,Pat Hogan Totalhealth Pharmacy,"Father Griffin Avenue, Galway City, Galway, H91 YK80",091 583 338,https://www.google.ie/maps/search/H91%20YK80,hogans@totalhealth.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.2677189,-9.0625432
Galway,Pinegrove Pharmacy,"Primary Care Centre, Tuam Road, Mountbellew, Galway, H53YA45",090 962 3540,https://www.google.ie/maps/search/H53YA45,NA,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups",NA,53.4723931,-8.5112473
Galway,Pure Pharmacy,"Unit 2 Waterfront, Salthill Road Upper, Salthill, Galway, H91 EW68",091 863 733,https://www.google.ie/maps/search/H91%20EW68,purepharmacysalthill@gmail.com,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups",NA,53.258313,-9.0812689
Galway,Quinns Pharmacy Gort,"Bridge Street, Gort, Galway, H91 VX22",091 631 272,https://www.google.ie/maps/search/H91%20VX22,info@quinnspharmacy.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups",NA,53.065668,-8.8174994
Galway,Ryder's Pharmacy,"Main Street, Headford, Galway, H91 K5FY",093 358 46,https://www.google.ie/maps/search/H91%20K5FY,info@ryders.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.4695486,-9.1042478
Galway,Salthill Pharmacy,"145 Upper Salthill, Salthill, Galway, H91 KC89",091 523 207,https://www.google.ie/maps/search/H91%20KC89,info@salthillpharmacy.ie,NA,Flu vaccine being offered:; Flu vaccine for at risk groups,NA,53.2610031,-9.0746603
Galway,Staunton's Allcare Pharmacy Salthill,"148 Lower Salthill, Salthill, Galway, H91 D9NF",091 520 000,https://www.google.ie/maps/search/H91%20D9NF,stauntons@allcarepharmacy.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.2628673,-9.0723573
Galway,Sweeneys Pharmacy,"1 Riveroaks Shopping Centre, Claregalway, Galway, H91 VC91",091 739 480,https://www.google.ie/maps/search/H91%20VC91,NA,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups",NA,53.3428127,-8.94431
Galway,The Claddagh Pharmacy,"8 Father Griffin Road, Galway City, Galway, H91 E788",091 583 954,https://www.google.ie/maps/search/H91%20E788,NA,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups",NA,53.26794,-9.0597385
Galway,University Late Night Pharmacy,"Units 1-2 University Halls, Newcastle Road, Galway City, Galway, H91 P088",091 520 115,https://www.google.ie/maps/search/H91%20P088,galway@eirpharm.com,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.2764512,-9.0633159
Galway,Walsh's Pharmacy,"Main Street, An Spideal, Galway, H91 E77K",091 553 201,https://www.google.ie/maps/search/H91%20E77K,spiddal@walshspharmacycare.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.2441832,-9.3074753
Galway,Walsh's Pharmacy Corrib Shopping Centre,"Unit 1 Corrib Shopping Centre, Eyre Street, Galway City, Galway, H91 CR6T",091 561 605,https://www.google.ie/maps/search/H91%20CR6T,corrib@walshspharmacycare.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups",NA,53.2759459,-9.0503476
Galway,Walsh's Pharmacy Oranmore,"Unit 1 to 2, Orantown Centre, Oranmore, Galway, H91 XF51",091 792 800,https://www.google.ie/maps/search/H91%20XF51,oranmore@walshspharmacycare.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.27298,-8.928929
Galway,Weavers Court Pharmacy,"Weaver's Court, Main Street, Loughrea, Galway, H62 T860",091 871 380,https://www.google.ie/maps/search/H62%20T860,wcpharmacy1@gmail.com,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups",NA,53.19905809999999,-8.5669592
Kerry,Allcare Pharmacy Kennelly's,"6 Lower Castle Street, Cloonalour, Tralee, Kerry, V92 X8WR",066 712 1042,https://www.google.ie/maps/search/V92%20X8WR,kennellys@allcarepharmacy.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,52.2691543,-9.704480499999999
Kerry,Allcare Pharmacy Killarney,"New Street, Killarney, Kerry, V93 R924",064 663 4612,https://www.google.ie/maps/search/V93%20R924,killarney@allcarepharmacy.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,52.0587391,-9.5129607
Kerry,Ballybunion Pharmacy,"Main Street, Ballybunion, Kerry, V31 XY74",068 274 37,https://www.google.ie/maps/search/V31%20XY74,ballybunion@totalhealth.ie,NA,NA,COVID-19 vaccines being offered:; 12 years and over,52.5120038,-9.6716157
Kerry,Ballyduff Pharmacy,"Ballyduff, Tralee, Kerry, V92 TR66",066 713 1111,https://www.google.ie/maps/search/V92%20TR66,info@ballyduffpharmacy.com,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,52.4545648,-9.6627008
Kerry,Boots Killarney Deerpark,"11 Deerpark Retail Shopping Centre, Killarney, Kerry, V93 WD56",064 662 0919,https://www.google.ie/maps/search/V93%20WD56,NA,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,52.0649467,-9.492717299999999
Kerry,Boots Tralee,"Unit 12B Central Plaza, Abbey Court, Tralee, Kerry, V92 TK73",066 712 4686,https://www.google.ie/maps/search/V92%20TK73,NA,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,52.2686702,-9.706896799999999
Kerry,CH Chemists Tralee,"31 The Mall, Tralee, Kerry, V92 D79F",066 712 1331,https://www.google.ie/maps/search/V92%20D79F,customerservice@chtralee.com,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups",NA,52.2697718,-9.706151799999999
Kerry,Connor's Pharmacy and Opticians,"7 Market Street, Listowel, Kerry, V31 HN24",068 212 95,https://www.google.ie/maps/search/V31%20HN24,listowel@chemcopharmacy.com,NA,NA,COVID-19 vaccines being offered:; 12 years and over,52.4470782,-9.4864643
Kerry,Costello Pharmacy Tralee,"Russell Street, Tralee, Kerry, V92 PY16",066 712 1075,https://www.google.ie/maps/search/V92%20PY16,info@costellopharmacy.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,52.2700836,-9.7076641
Kerry,Dorans Pharmacy,"78 Church Street, Listowel, Kerry, V31 XK11",068 219 07,https://www.google.ie/maps/search/V31%20XK11,norma@doranspharmacy.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups",NA,52.447432,-9.4825238
Kerry,Grogans Pharmacy,"Spa Road, Dingle, Kerry, V92 YY07",066 915 0518,https://www.google.ie/maps/search/V92%20YY07,groganpharmacy@gmail.com,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,52.1432263,-10.2613542
Kerry,Harnetts Pharmacy,"41 The Square, Listowel, Kerry, V31 VW84",068 213 35,https://www.google.ie/maps/search/V31%20VW84,harnettspharmacy@gmail.com,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups",NA,52.4453815,-9.486475
Kerry,Haven Pharmacy Brosnan's,"19 Henry Street, Kenmare, Kerry, V93 VK63",064 664 1318,https://www.google.ie/maps/search/V93%20VK63,brosnans.kenmare@havenpharmacy.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups",NA,51.8785746,-9.5837196
Kerry,Haven Pharmacy O'Sullivans,"Mill Road, Killorglin, Kerry, V93 YX59",066 976 2111,https://www.google.ie/maps/search/V93%20YX59,dospharm@eircom.net,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,52.1078468,-9.7868487
Kerry,Haven Pharmacy Shanahans,"Church Street, Castleisland, Kerry, V92 Y4EC",066 714 1225,https://www.google.ie/maps/search/V92%20Y4EC,shanahans.castleisland@havenpharmacy.ie,NA,NA,COVID-19 vaccines being offered:; 12 years and over,52.2297285,-9.4622999
Kerry,John F. McGuire & Co. Pharmacy,"6 Church Street, Listowel, Kerry, V31 RT44",068 224 45,https://www.google.ie/maps/search/V31%20RT44,info@mcguirespharmacy.com,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,52.4461513,-9.485499899999999
Kerry,Kennelly's Chemist,"Main Street, Castleisland, Kerry",066 714 1293,NA,NA,NA,NA,COVID-19 vaccines being offered:; 12 years and over,52.2318795,-9.4619047
Kerry,Kennelly's Pharmacy,"The Reeks Gateway, Killarney, Kerry, V93 W31A",064 663 9427,https://www.google.ie/maps/search/V93%20W31A,info@kennellyspharmacy.com,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,52.0681869,-9.5171266
Kerry,Lixnaw Life Pharmacy,"Clogher, Lixnaw Village, Kerry, V92 N2Y0",066 713 2153,https://www.google.ie/maps/search/V92%20N2Y0,lixnawpharmacy@gmail.com,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups",NA,52.4064615,-9.6181275
Kerry,Lloyd's Pharmacy Fairies Cross,"Fairies Cross Medical Centre, Tralee, Kerry, V92 X3PK",066 712 780 7,https://www.google.ie/maps/search/V92%20X3PK,store8093@lloydspharmacy.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups",NA,52.2724621,-9.6975122
Kerry,Lynch's Pharmacy,"9 Lower Main Street, Castleisland, Kerry, V92X2H0",066 714 2479,https://www.google.ie/maps/search/V92X2H0,aileenlynchpharmacy@gmail.com,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,52.2305685,-9.464526099999999
Kerry,McCauley Health and Beauty Pharmacy Tralee,"Manor West Shopping Centre, Tralee, Kerry, V92 DH6N",066 716 1250,https://www.google.ie/maps/search/V92%20DH6N,tralee@smcc.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,52.26233629999999,-9.6783387
Kerry,Moyderwell Pharmacy,"14 Moyderwell, Cloon Beg, Tralee, Kerry, V92 K803",066 710 6308,https://www.google.ie/maps/search/V92%20K803,info@moyderwellpharmacy.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,52.2682025,-9.7007429
Kerry,O'Carroll's Tralee Allcare Pharmacy,"106 Rock Street, Tralee, Kerry, V92 WE29",066 7121 181,https://www.google.ie/maps/search/V92%20WE29,ocarrollstralee@allcarepharmacy.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,52.2709874,-9.7080299
Kerry,O'Mahony Pharmacy Limited,"Ardfert Medical Centre, Franwilliam, Ardfert, Kerry, V92 EKX9",066 713 4186,https://www.google.ie/maps/search/V92%20EKX9,ardfertpharmacy@gmail.com,NA,NA,COVID-19 vaccines being offered:; 12 years and over,52.3252123,-9.7785563
Kerry,O'Sullivan's Pharmacy Tralee,"Centrepoint, John-Joe Sheehy Road, Tralee, Kerry, V92 P2FE",066 711 7171,https://www.google.ie/maps/search/V92%20P2FE,cpt@osullivanspharmacy.com,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups",NA,52.2704557,-9.6994075
Kerry,Park Road CarePlus Pharmacy,"Countess Road, Killarney, Kerry, V93 H9RV",064 662 6847,https://www.google.ie/maps/search/V93%20H9RV,parkroadpharmacy@careplus.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,52.0576241,-9.4996867
Kerry,Reens Rathmore Life Pharmacy,"West End, Rathmore, Kerry, P51 XP40",064 775 8010,https://www.google.ie/maps/search/P51%20XP40,rathmore@reens.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups",NA,52.0840966,-9.2196844
Kerry,Ryles Pharmacy,"35 Ashe Street, Town Centre, Tralee, Kerry, V92XT20",066 712 4701,https://www.google.ie/maps/search/V92XT20,NA,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,52.2705423,-9.7035687
Kerry,Sheahan's Pharmacy Killarney,"34 Main Street, Killarney, Kerry, V93 XW63",064 663 1113,https://www.google.ie/maps/search/V93%20XW63,killarney@sheahanspharmacy.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,52.05895229999999,-9.5091085
Kerry,Shines Pharmacy,"Unit 4 The Horan Centre, Tralee, Kerry, V92 XKC2",066 719 4361,https://www.google.ie/maps/search/V92%20XKC2,NA,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,52.2692837,-9.691276499999999
Kerry,Tarbert Allcare Pharmacy,"Main Street, Tarbert, Kerry, V31 D259",068 362 38,https://www.google.ie/maps/search/V31%20D259,tarbert@allcarepharmacy.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,52.5725507,-9.3756694
Kerry,Trants Pharmacy,"Convent Street, Listowel, Kerry, V92 P282",068 245 50,https://www.google.ie/maps/search/V92%20P282,trantspharm2020@gmail.com,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,52.4470418,-9.490939
Kerry,Walsh's Pharmacy Dingle,"Green Street, Dingle, Kerry, V92 F970",066 915 1365,https://www.google.ie/maps/search/V92%20F970,walshshopgreenstreet@gmail.com,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,52.1411118,-10.2710396
Kerry,Waterville Pharmacy,"Main Street, Waterville, Kerry, V93 X3P9",066 947 4141,https://www.google.ie/maps/search/V93%20X3P9,waterville@healthmail.ie,NA,NA,COVID-19 vaccines being offered:; 12 years and over,52.0895733,-9.8004879
Kildare,Audrey Dunne Life Pharmacy Castledermot,"Abbey Street, Mullarney, Castledermot, Kildare, R14 DR60",059 914 4533,https://www.google.ie/maps/search/R14%20DR60,adunne@lifepharmacy.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,52.8991092,-6.8312279
Kildare,Blake's Allcare Pharmacy,"Main Street, Celbridge, Kildare, W23 V1H7",01 627 1141,https://www.google.ie/maps/search/W23%20V1H7,blakes@allcarepharmacy.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.3401107,-6.5382546
Kildare,Boots Maynooth,"Units 23 - 24 Carton Retail Park, Maynooth, Kildare, W23 E4A3",01 601 6721,https://www.google.ie/maps/search/W23%20E4A3,NA,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.3809031,-6.5826552
Kildare,Boots Naas Dublin Road,"Units 1 & 2, Dublin Road, Naas, Kildare, W91 P792",045 901 042,https://www.google.ie/maps/search/W91%20P792,NA,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.22749659999999,-6.647566599999999
Kildare,Boots Naas Monread Shopping Centre,"Unit 1 Monread Shopping Centre, Naas, Kildare, W91 X288",045 899 332,https://www.google.ie/maps/search/W91%20X288,NA,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.2400275,-6.660548700000001
Kildare,Boots Newbridge,"Units 14 - 15 Whitewater Shopping Centre, Newbridge, Kildare, W12 EK49",045 437 765,https://www.google.ie/maps/search/W12%20EK49,NA,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.1781077,-6.7981874
Kildare,Burke's Pharmacy Naas,"3 North Main St, Naas East, Naas, Kildare, W91 KV08",045 897 259,https://www.google.ie/maps/search/W91%20KV08,burkesnaas@burkespharmacy.ie,NA,NA,COVID-19 vaccines being offered:; 12 years and over,53.2194321,-6.6624244
Kildare,Burkes Pharmacy Kilcullen,"2 Hillcrest, Kilcullen, Kerry, R56 DW67",045 480 450,https://www.google.ie/maps/search/R56%20DW67,kilcullendisp@burkespharmacy.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.1345253,-6.740336699999999
Kildare,Callagy's Pharmacy,"Main Street, Kilcock, Kildare, W23 YY40",01 628 7393,https://www.google.ie/maps/search/W23%20YY40,NA,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups",NA,53.40084299999999,-6.6686633
Kildare,Castletown Pharmacy,"McMahons Thornhill, Maynooth Road, Celbridge, Kildare, W23D1K5",01 627 3962,https://www.google.ie/maps/search/W23D1K5,info@castletownpharmacy.com,NA,NA,COVID-19 vaccines being offered:; 12 years and over,53.3512612,-6.5465817
Kildare,Connollys Pharmacy,"The Square, Kildare, Kildare, R51 HX93",045 521 393,https://www.google.ie/maps/search/R51%20HX93,conpharm1@gmail.com,NA,NA,COVID-19 vaccines being offered:; 12 years and over,53.1570824,-6.9101307
Kildare,Cosgrove Pharmacy Limited,"Edward Street, Newbridge, Kildare, W12 XW65",045 431 430,https://www.google.ie/maps/search/W12%20XW65,cosgrovepharmacy@gmail.com,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.1781912,-6.8008135
Kildare,Crowleys Pharmacy,"Unit 3 Mahon Shopping Centre, Ave De Rennes, Cork, Cork, T12 P79Y",021 435 9748,https://www.google.ie/maps/search/T12%20P79Y,crowleys@allcarepharmacy.ie,NA,NA,COVID-19 vaccines being offered:; 12 years and over,51.8927139,-8.4035881
Kildare,Fadden's Pharmacy,"Abbeylands Shopping Centre, Clane, Kildare, W91 DK58",045 902 112,https://www.google.ie/maps/search/W91%20DK58,info@faddenspharmacy.com,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups",NA,53.2901056,-6.6823063
Kildare,Fairgreen Pharmacy,"Fairgreen Street, Naas, Kildare, W91 WY67",045 897 489,https://www.google.ie/maps/search/W91%20WY67,fairgreen@burkespharmacy.ie,NA,NA,COVID-19 vaccines being offered:; 12 years and over,53.2152467,-6.6652062
Kildare,Gaffney's Allcare Pharmacy,"46 Main Street, Leixlip, Kildare, W23 F7D1",01 624 4561,https://www.google.ie/maps/search/W23%20F7D1,gaffneys@allcarepharmacy.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.36384959999999,-6.490334499999999
Kildare,Gallagy's Pharmacy,"Glenroyal Shopping Centre, Maynooth, Kildare, W23W6K1",01 629 0948,https://www.google.ie/maps/search/W23W6K1,maynoothpharmacy@careplus.ie,NA,NA,COVID-19 vaccines being offered:; 12 years and over,53.3803248,-6.5885741
Kildare,Griffins Pharmacy,"79 Oaklawn Estate, Leixlip, Kildare, W23 WV77",01 624 4673,https://www.google.ie/maps/search/W23%20WV77,leixlip@griffinspharmacy.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.3660878,-6.5035842
Kildare,Harbour Pharmacy,"The Harbour, Kilcock, Kildare, W23 KR22",01 628 4115,https://www.google.ie/maps/search/W23%20KR22,harbourpharmacy@hotmail.com,NA,NA,COVID-19 vaccines being offered:; 12 years and over,53.3995565,-6.6682524
Kildare,Hickey's Pharmacy Maynooth,"Unit 11 Manor Mills Shopping Centre, Maynooth, Kildare, W23 VW72",01 629 3065,https://www.google.ie/maps/search/W23%20VW72,maynooth@hickeyspharmacies.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.3818045,-6.593911599999999
